FacilityName,FacilityId,City,State,ZipCode,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?,Column,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Total reported emissions from Onshore Oil & Gas Production,State where Emissions Occur,Total reported direct emissions from Local Distribution Companies,Total reported direct emissions from Electrical Equipment Use,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply,Quantity of CO2 Received for Injection,D,Direct Emitter
Newfield.395.Williston Basin,1009261,,,,,,,,211111,W-ONSH,,,308506.3,21491.5,159.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,The Woodlands,TX,77380,"4 Waterway Square Place, Suite 100",MONTGOMERY,30.16047,-95.455938,330157.23,,,,,,,,,,,,,
Newfield.430.Permian Basin,1008143,,,,,,,,211111,W-ONSH,,,6896.2,10102.25,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,The Woodlands,TX,77380,4 Waterway Square Place,MONTGOMERY,30.16047,-95.455938,17002.92,,,,,,,,,,,,,
Newfield.575.Uinta,1008407,,,,,,,,211111,W-ONSH,,,39035.1,57170.75,66.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,575 - Uinta Basin,The Woodlands,TX,77380,"4 Waterway Square Place, Ste 100",MONTGOMERY,30.16047,-95.455938,96272.006,,,,,,,,,,,,,
Nikaitchuq Development,1008534,,,,,,,,211111,W-ONSH,,,88545.5,66.5,62.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,Anchorage,AK,99503,3800 Centerpoint Dr. #300,NORTH SLOPE,70.507311,-149.865448,88674.58,,,,,,,,,,,,,
OXY USA Inc South Texas 220 Gulf Coast Basin,1000435,,,,,,,,211111,W-ONSH,,,113403.1,155819.25,67.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",McAllen,TX,78501,401 West Dallas,HIDALGO,26.19857,-98.22361,269289.698,,,,,,,,,,,,,
Oasis Petroleum,1010325,,,,,,,,211111,W-ONSH,,,2429658.1,77666.25,575.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Houston,TX,77002,"1001 Fannin, Suite 1500",HARRIS COUNTY,29.75579,-95.36391,2507899.49,,,,,,,,,,,,,
Oxy Basin 595 Onshore Production,1009094,,,,,,,,211111,W-ONSH,,,2504.4,197065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,595 - Piceance Basin,Grand Junction,CO,81506,760 Horizon Drive,MESA,39.11543,-108.53343,199569.4,,,,,,,,,,,,,
Oxy Permian Basin - 430,1008141,,,,,,,,211111,W-ONSH,,,190366.9,114124.25,431.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Midland,TX,79705,6 Desta Dr. Suite 6000,MIDLAND COUNTY,32.03031,-102.08577,304922.356,,,,,,,,,,,,,
PDC Energy 540 Denver Basin,1009286,,,,,,,,211111,W-ONSH,,,99503.3,466756,144.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,540 - Denver Basin,Denver,CO,80203,"1775 Sherman Street, Suite 3000",DENVER COUNTY,39.74453,-104.98517,566403.83,,,,,,,,,,,,,
PINTAIL OIL BASIN 220,1010164,,,,,,,,211111,W-ONSH,,,9194.7,9428.75,6.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",HOUSTON,TX,77042,"11200 WESTHEIMER RD, SUITE 520",,,,18629.708,,,,,,,,,,,,,
Parallel Energy-360-Anadarko,1005728,,,,,,,,211111,W-ONSH,,,115636.9,22094,53.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Tulsa,OK,74136,1323 East 71st St. Suite 200,TULSA COUNTY,36.06218,-95.97437,137784.838,,,,,,,,,,,,,
"Parsley Energy, Inc. 430 Permian Basin",1011555,,,,,,,,211111,W-ONSH,,,149448.9,60105.5,196.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Midland,TX,79701,"500 W. Texas, Suite 200",MIDLAND COUNTY,31.99844,-102.08054,209751.378,,,,,,,,,,,,,
Paxton Resources,1011962,,,,,,,,211111,W-ONSH,,,60583.6,87829.25,42.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,305 - Michigan Basin,Gaylord,MI,49735,132 N. Otsego Ave.,OTSEGO COUNTY,45.02851,-84.67693,148455.762,,,,,,,,,,,,,
Peak Powder River Resources,1011318,,,,,,,,211111,W-ONSH,,,44388.9,2638.5,53.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,515 - Powder River Basin,Wright,WY,82732,10 Todd Road,CAMPBELL COUNTY,43.751883,-105.491335,47080.444,,,,,,,,,,,,,
Pennsylvania General Energy Company LLC,1008882,,,,,,,,211111,"C,W-ONSH",,,10707.8,77815.5,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Warren,PA,16365,120 Market Street,WARREN,41.8451,-79.14536,88538.2,,,,,,,,,,,,,
Permian Basin - AAPG Province 430,1008449,,,,,,,,211111,W-ONSH,,,196830.5,143041.5,193.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,The Woodlands,TX,77380,1201 Lake Robbins Drive,MONTGOMERY COUNTY,30.16058,-95.45409,340065.104,,,,,,,,,,,,,
Permian Operations - Shell Exploration & Production Company,1010588,,,,,,,,211111,W-ONSH,,,132593.8,82282.75,130.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Houston,TX,77079,200 N. Dairy Ashford,HARRIS COUNTY,29.78855,-95.60777,215007.372,,,,,,,,,,,,,
Petro Harvester - Gulf Coast Basin (Basin 220),1011223,,,,,,,,211111,W-ONSH,,,19682.7,24574.25,11.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Plano,TX,75024,"5160 Tennyson Parkway, Suite 3000-E",COLLIN,33.06522,-96.80369,44267.976,,,,,,,,,,,,,
"Petro Harvester Oil & Gas, LLC 395 Williston Basin",1011463,,,,,,,,211111,W-ONSH,,,37301.9,17911,23.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Plano,TX,75024,"5160 Tennyson Parkway, Suite 3000-E",COLLIN COUNTY,33.06522,-96.80369,55236.144,,,,,,,,,,,,,
"Pioneer Natural Resources USA, Inc.  Anadarko",1008605,,,,,,,,211111,W-ONSH,,,9700.9,17947.75,51.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Ulysses,KS,67880,215 E. Rd. 20,GRANT,37.460337,-101.364106,27699.906,,,,,,,,,,,,,
"Pioneer Natural Resources USA, Inc.  Gulf Coast Basin",1008604,,,,,,,,211111,W-ONSH,,,102765.6,103448.25,217.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Pawnee,TX,78145,5911 CR 136,BEE COUNTY,28.651637,-98.000845,206431.688,,,,,,,,,,,,,
"Pioneer Natural Resources USA, Inc.  Las Vegas-Raton",1008608,,,,,,,,211111,W-ONSH,,,56703.1,139216,39.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,455 - Las Vegas-Raton Basin,Trinidad,CO,81082,27000 Highway 12,LAS ANIMAS COUNTY,37.158302,-104.565527,195959.032,,,,,,,,,,,,,
"Pioneer Natural Resources USA, Inc.  Permian",1008607,,,,,,,,211111,W-ONSH,,,145678,50082,351.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Midland,TX,79702,"303 W. Wall St., Ste. 101 ",MIDLAND COUNTY,31.99748,-102.07744,196111.938,,,,,,,,,,,,,
Point Thomson Production Facility,1011831,,,,,,,,211111,W-ONSH,,,45707.6,46.25,110.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,"Point Thomson Unit, North Slope Borough",AK,99734,,North Slope,70.1709,-146.2572,45864.11,,,,,,,,,,,,,
Powder River Basin - AAPG Province 515,1008203,,,,,,,,211111,W-ONSH,,,4922.1,11431.25,41.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,515 - Powder River Basin,Denver,CO,80202,1099 18th St. #1800,DENVER COUNTY,39.74945,-104.99266,16394.772,,,,,,,,,,,,,
Quicksilver Resources Inc.,1009069,,,,,,,,211111,W-ONSH,,,32427.6,41439.75,17.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,415 - Strawn Basin,Fort Worth,TX,76102,"801 Cherry Street, Suite 3700, Unit 19",TARRANT COUNTY,32.75087,-97.33487,73885.23,,,,,,,,,,,,,
"Quicksilver Resources, Inc. 535-Green River Basin",1010795,,,,,,,,211111,W-ONSH,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,535 - Green River Basin,Fort Worth,TX,76102,"801 Cherry Street, Ste. 3700, Unit 19",TARRANT COUNTY,32.75087,-97.33487,0,,,,,,,,,,,,,
"RSP Permian, LLC",1011846,,,,,,,,211111,W-ONSH,,,66034,3175.25,159.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Midland,TX,79701,"200 N. Loraine St., Ste. 800",MIDLAND COUNTY,31.99907,-102.0753,69368.978,,,,,,,,,,,,,
"Range Resources - Appalachia, LLC & Range Resources - Pine Mountain, LLC - Basin 160",1008918,,,,,,,,211111,W-ONSH,,,16,5486.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160 - Appalachian Basin,Canonsburg,PA,15317,3000Town Center Blvd.,WASHINGTON COUNTY,40.276707,-80.165185,5502.25,,,,,,,,,,,,,
"Range Resources - Pine Mountain, LLC & Range Resources - Appalachia, LLC - Basin 160A",1008051,,,,,,,,211111,W-ONSH,,,119085.6,155973,267.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Abingdon,VA,24212,P.O. Box 2136,WASHINGTON COUNTY,36.71,-81.98,275326.502,,,,,,,,,,,,,
Red Willow Production Co.,1005963,,,,,,,,211111,W-ONSH,,,44854.6,51971,7122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,580 - San Juan Basin,Ignacio,CO,81137,14933 Highway 172,LA PLATA COUNTY,37.095279,-107.71625,103947.8,,,,,,,,,,,,,
"Resolute Natural Resources Company, LLC. 585 Paradox Basin",1009956,,,,,,,,211111,"UU,W-ONSH",,,70012.5,2325.5,15.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,585 - Paradox Basin,Denver,CO,80203,"1700 Lincoln St., Suite 2800",DENVER,39.742905,-104.98738,72353.496,,,,,,,,,,,,,
"Resolute Natural Resources Compnay, LLC 430 Permian Basin",1011735,,,,,,,,211111,W-ONSH,,,41595.1,17142.5,28.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Denver,CO,80203,"1700 Lincoln St., Suite 2800",DENVER COUNTY,39.743663,-104.985311,58765.91,,,,,,,,,,,,,
Resource Energy Can-Am LLC,1011250,,,,,,,,211111,W-ONSH,,,15440.4,3209.75,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Highlands Ranch,CO,80129,"1805 Shea Center Dr, Suite 100",,,,18656.11,,,,,,,,,,,,,
Rex Energy Corporation Appalachian Basin (160) Operations,1008509,,,,,,,,211111,W-ONSH,,,427,3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160 - Appalachian Basin,State College,PA,16801,"476 Rolling ridge Dr., Suite 300",CENTRE,40.78595,-77.82437,3947,,,,,,,,,,,,,
Rex Energy Corporation Appalachian Basin Eastern Overthrust (160A) Operations,1011308,,,,,,,,211111,W-ONSH,,,44743.3,36832,75.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),State College,PA,16801,366 Walker Drive,CENTRE,40.81658,-77.83071,81651.29,,,,,,,,,,,,,
"Rice Drilling B, LLC - Basin 160A",1011861,,,,,,,,211111,W-ONSH,,,79022.1,14359.5,148.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,400 Woodcliff Drive,WASHINGTON COUNTY,40.27823,-80.17081,93529.706,,,,,,,,,,,,,
"Rice Drilling D, LLC - Basin 160A",1011862,,,,,,,,211111,W-ONSH,,,39007,1708.75,84.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,400 Woodcliff Drive,WASHINGTON COUNTY,40.27823,-80.17081,40799.786,,,,,,,,,,,,,
Rosetta Resources 220 Gulf Coast Basin,1010084,,,,,,,,211111,W-ONSH,,,110920.5,22365.75,100.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"1111 Bagby St., Suite 1600",HARRIS,29.761449,-95.365,133386.974,,,,,,,,,,,,,
Rosetta Resources 430 Permian Basin,1011407,,,,,,,,211111,W-ONSH,,,76365.4,23213.5,64.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Houston,TX,77002,"1111 Bagby St., Suite 1600",HARRIS COUNTY,29.75867,-95.37054,99642.97,,,,,,,,,,,,,
Rosewood 540 Denver Basin,1009488,,,,,,,,211111,W-ONSH,,,879.4,23355.75,0.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,540 - Denver Basin,Dallas,TX,75201,"2101 Cedar Springs Road, Suite 1500",DALLAS COUNTY,32.79383,-96.80593,24235.746,,,,,,,,,,,,,
SHD Oil & Gas Williston (395) Basin,1012059,,,,,,,,211111,W-ONSH,,,76918.6,11497.25,54.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Tioga,ND,58852,6844 Highway 40,,,,88470.682,,,,,,,,,,,,,
SK Plymouth LLC Anadarko Basin,1011752,,,,,,,,211111,W-ONSH,,,40796.9,30111.25,50.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Tulsa,OK,74136,6100 South Yale Suite 500,TULSA COUNTY,36.072617,-95.923102,70958.214,,,,,,,,,,,,,
SM Energy (Basin 220) South Texas,1009624,,,,,,,,211111,W-ONSH,,,58912.2,72138.25,135.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Denver,CO,80203,1775 Sherman St.,DENVER COUNTY,39.74453,-104.98517,131186.338,,,,,,,,,,,,,
SM Energy (Basin 260) East Texas,1009673,,,,,,,,211111,W-ONSH,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Denver,CO,80203,"1775 Sherman Street, Suite 1200",DENVER COUNTY,39.74453,-104.98517,0,,,,,,,,,,,,,
SM Energy (Basin 345) East Central Oklahoma,1009562,,,,,,,,211111,W-ONSH,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,345 - Arkoma Basin,Denver,CO,80203,"1775 Sherman Street, Suite 1200",DENVER COUNTY,39.74453,-104.98517,0,,,,,,,,,,,,,
SM Energy (Basin 393) Williston Basin,1009793,,,,,,,,211111,W-ONSH,,,394981,36423.25,259.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Denver,CO,80203,1775 Sherman Street,DENVER COUNTY,39.74453,-104.98517,431663.51,,,,,,,,,,,,,
SM Energy (Basin 430) Permian Basin,1009674,,,,,,,,211111,W-ONSH,,,17230.7,7889.5,19.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,430 - Permian Basin,Denver,CO,80203,"1775 Sherman Street, Suite 1200",DENVER COUNTY,39.74453,-104.98517,25139.57,,,,,,,,,,,,,
SM Energy (Basin 515) Powder River Basin,1009830,,,,,,,,211111,W-ONSH,,,58949.3,2007.75,42.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,515 - Powder River Basin,Denver,CO,80203,1775 Sherman Street Suite 1200,DENVER COUNTY,39.74453,-104.98517,60999.962,,,,,,,,,,,,,
"SN Operating, LLC 220 Gulf Coast Basin (LA, TX)",1009720,,,,,,,,211111,W-ONSH,,,92370,82317.5,87.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,"1111 Bagby, Suite 1800",HARRIS COUNTY,29.75867,-95.37054,174775.41,,,,,,,,,,,,,
SOUTHLAND ROYALTY COMPANY LLC – SAN JUAN BASIN 580,1011978,,,,,,,,211111,W-ONSH,,,10444.7,159214.75,56.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,580 - San Juan Basin,Fort Worth,TX,76102,400 West 7th Street,TARRANT COUNTY,32.75173,-97.33267,169716.07,,,,,,,,,,,,,
SWEPI / Green River Basin,1008213,,,,,,,,211111,W-ONSH,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,535 - Green River Basin,Pinedale,WY,82941,205 S. Entertainment Lane,SUBLETTE,42.86376,-109.87504,0,,,,,,,,,,,,,
"SWEPI LP (Shell), Appalachian Basin (Eastern Overthrust Area) 160A",1008401,,,,,,,,211111,W-ONSH,,,28451,110384,29.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Sewickley,PA,15143,"2100 Georgetown Drive, Suite 400",ALLEGHENY,40.61109,-80.1045,138864.502,,,,,,,,,,,,,
Sabine Oil & Gas LLC 220 Gulf Coast Basin,1011275,,,,,,,,211111,W-ONSH,,,124879.2,30137.5,87.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77002,1415 Louisiana Suite 1600,HARRIS COUNTY,29.75476,-95.36985,155104.312,,,,,,,,,,,,,
Sabine Oil & Gas LLC 260 East Texas Basin,1009584,,,,,,,,211111,W-ONSH,,,143396.1,372473.75,90.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Houston,TX,77002,"1415 Louisiana, Suite 1600",HARRIS COUNTY,29.75476,-95.36985,515960.442,,,,,,,,,,,,,
Sabine Oil & Gas LLC 360 Anadarko Basin,1011276,,,,,,,,211111,W-ONSH,,,70487.4,4647,28.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Houston,TX,77002,1415 Louisiana Suite 1600,HARRIS COUNTY,29.75507,-95.37031,75163.306,,,,,,,,,,,,,
Saga Petroleum 160A Appalachian Basin Eastern Overthrust Area,1011295,,,,,,,,211111,W-ONSH,,,27804,16331.25,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,160A - Appalachian Basin (Eastern Overthrust Area),Denver,CO,80202,"600 17th Street, Suite 1700N",DENVER COUNTY,39.74529,-104.99079,44165.05,,,,,,,,,,,,,
Saga Petroleum 200 Warrior Basin,1011297,,,,,,,,211111,W-ONSH,,,33764.7,15776,48.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,200 - Black Warrior Basin,Denver,CO,80202,"600 17th Street, Suite 1700N",DENVER COUNTY,39.74529,-104.99079,49589.572,,,,,,,,,,,,,
Samson Exploration 220 Gulf Coast Basin,1008093,,,,,,,,211111,W-ONSH,,,55555.1,29539.75,42.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,"220 - Gulf Coast Basin (LA, TX)",Tulsa,OK,74119,110 West 7th Street,,,,85137.464,,,,,,,,,,,,,
Samson Resources 230 Arkla Basin,1008341,,,,,,,,211111,W-ONSH,,,5633,36370.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,230 - Arkla Basin,Tulsa,OK,74103,Two West Second Street,TULSA COUNTY,36.159288,-95.996478,42003.75,,,,,,,,,,,,,
Samson Resources 260 East Texas Basin,1008850,,,,,,,,211111,W-ONSH,,,82162.3,224054.5,64.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,260 - East Texas Basin,Tulsa,OK,74103,Two West Second Street,TULSA COUNTY,36.15748,-95.99569,306280.87,,,,,,,,,,,,,
Samson Resources 360 Anadarko Basin,1008321,,,,,,,,211111,W-ONSH,,,64312.6,358512.75,36.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Tulsa,OK,74103,Two West Second Street,TULSA COUNTY,36.159288,-95.996478,422862.004,,,,,,,,,,,,,
Samson Resources 395 Williston Basin,1008859,,,,,,,,211111,W-ONSH,,,11070.1,4245,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,395 - Williston Basin,Tulsa,OK,74103,Two West Second Street,TULSA COUNTY,36.159288,-95.996478,15316.59,,,,,,,,,,,,,
Samson Resources 515 Powder River Basin,1008857,,,,,,,,211111,W-ONSH,,,18885.4,2079.75,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,515 - Powder River Basin,Tulsa,OK,74103,Two West Second Street,TULSA COUNTY,36.159288,-95.996478,20965.448,,,,,,,,,,,,,
Samson Resources 535 Green River Basin,1008852,,,,,,,,211111,W-ONSH,,,32549.2,41441,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,535 - Green River Basin,Tulsa,OK,74103,Two West Second Street,TULSA COUNTY,36.159288,-95.996478,73990.498,,,,,,,,,,,,,
Samson Resources 580 San Juan Basin,1008094,,,,,,,,211111,W-ONSH,,,20592.5,65495.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,580 - San Juan Basin,Tulsa,OK,74103,Two West Second Street,TULSA COUNTY,36.159288,-95.996478,86088,,,,,,,,,,,,,
Samuel Gary Jr. & Associates Central Kansas Uplift (385) Operations,1009112,,,,,,,,211111,W-ONSH,,,1735.5,30319.75,4.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,385 - Central Kansas Uplift,Great Bend,KS,67530,1815 11th,BARTON,38.362259,-98.76254,32059.422,,,,,,,,,,,,,
SandRidge 360 Anadarko Basin,1008806,,,,,,,,211111,W-ONSH,,,622233.1,732112.75,461.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,360 - Anadarko Basin,Oklahoma City,OK,73102,123 Robert S. Kerr Ave.,OKLAHOMA COUNTY,35.47004,-97.51477,1354807.154,,,,,,,,,,,,,
SandRidge 375 Sedgwick Basin,1008807,,,,,,,,211111,W-ONSH,,,46107.9,64558.5,33.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,375 - Sedgwick Basin,Oklahoma City,OK,73102,123 Robert S. Kerr Ave.,OKLAHOMA COUNTY,35.47004,-97.51477,110699.776,,,,,,,,,,,,,
